parenttype	parentname	name	value	index	id
defaults	defaults	windowmaxcenter	0	-1	238
defaults	defaults	windowmincenter	0	-1	239
defaults	defaults	windowoffset	0	-1	240
defaults	defaults	windowonset	0	-1	241
defaults	defaults	windowwidth	0	-1	242
display	display	colordepth	32	-1	16
display	display	height	768	-1	64
display	display	refreshinterval	16	-1	148
display	display	refreshrate	60	-1	149
display	display	width	1366	-1	231
expressions	expressions	name	expressions	-1	116
expressions	expressions	typename	expressions	-1	223
html	Consent	item		-1	74
html	Consent	item.1	Consent.htm	1	74
html	Consent	currentindex	1	-1	30
html	Consent	currentitem	Consent.htm	-1	31
html	Consent	currentitemnumber	1	-1	32
html	Consent	currentvalue	1	-1	38
html	Consent	erase	-1	-1	44
html	Consent	erasecolor	4294967295	-1	45
html	Consent	erasecolorblue	255	-1	46
html	Consent	erasecolorgreen	255	-1	47
html	Consent	erasecolorred	255	-1	48
html	Consent	height	70pct	-1	64
html	Consent	hposition	50pct	-1	65
html	Consent	item		-1	74
html	Consent	item.1	Consent.htm	1	74
html	Consent	itemcount	1	-1	75
html	Consent	items		-1	78
html	Consent	items.1	Consent.htm	1	78
html	Consent	name	Consent	-1	116
html	Consent	nextindex	1	-1	120
html	Consent	nextvalue	1	-1	122
html	Consent	playthrough	0	-1	140
html	Consent	selectedcount	1	-1	168
html	Consent	selectedindex	1	-1	169
html	Consent	selectedvalue	1	-1	170
html	Consent	skip	0	-1	179
html	Consent	stimulusonset	10	-1	184
html	Consent	stimulusonset.1	10	1	184
html	Consent	typename	html	-1	223
html	Consent	unselectedcount	0	-1	224
html	Consent	vposition	40pct	-1	229
html	Consent	width	70pct	-1	231
inquisit	inquisit	applicationmode	desktop	-1	3
inquisit	inquisit	releasedate	Sep  5 2012	-1	150
inquisit	inquisit	version	4.0.0.1	-1	227
instruct	instruct	backlabel		-1	5
instruct	instruct	finishlabel		-1	55
instruct	instruct	fontheight	-16pt	-1	58
instruct	instruct	height	480px	-1	64
instruct	instruct	name	instruct	-1	116
instruct	instruct	nextlabel		-1	121
instruct	instruct	screencolor	4294967295	-1	161
instruct	instruct	screencolorblue	255	-1	162
instruct	instruct	screencolorgreen	255	-1	163
instruct	instruct	screencolorred	255	-1	164
instruct	instruct	textcolor	4278190080	-1	195
instruct	instruct	textcolorblue	0	-1	196
instruct	instruct	textcolorgreen	0	-1	197
instruct	instruct	textcolorred	0	-1	198
instruct	instruct	timeout	0	-1	199
instruct	instruct	typename	instruct	-1	223
instruct	instruct	wait	300	-1	230
instruct	instruct	width	640px	-1	231
item	items	item		-1	74
item	items	item		-1	74
item	items	itemcount	1	-1	75
item	items	items		-1	78
item	items	name	html_Consent_items	-1	116
item	items	typename	item	-1	223
item	items	item		-1	74
item	items	item		-1	74
item	items	itemcount	1	-1	75
item	items	items		-1	78
item	items	name	text_agree_items	-1	116
item	items	typename	item	-1	223
item	items	item		-1	74
item	items	item		-1	74
item	items	itemcount	1	-1	75
item	items	items		-1	78
item	items	name	text_disagree_items	-1	116
item	items	typename	item	-1	223
monkey	monkey	maxlatency	0	-1	99
monkey	monkey	meanlatency	0	-1	104
monkey	monkey	minlatency	0	-1	110
monkey	monkey	monkeymode	0	-1	114
monkey	monkey	name	monkey	-1	116
monkey	monkey	percentcorrect	50	-1	137
monkey	monkey	sdlatency	0	-1	165
monkey	monkey	typename	monkey	-1	223
response	response	name	block_774b20cfb65944ab9584b2746da09439_response	-1	116
response	response	timeout	-1	-1	199
response	response	typename	response	-1	223
response	response	windowcenter	0	-1	232
response	response	windowdecthreshold	0	-1	233
response	response	windowdecunit	33	-1	234
response	response	windowhitduration	0	-1	235
response	response	windowincthreshold	0	-1	236
response	response	windowincunit	33	-1	237
response	response	windowmaxcenter	0	-1	238
response	response	windowmincenter	0	-1	239
response	response	windowoffset	0	-1	240
response	response	windowonset	0	-1	241
response	response	windowwidth	0	-1	242
response	response	name	block_Consent_response	-1	116
response	response	timeout	-1	-1	199
response	response	typename	response	-1	223
response	response	windowcenter	0	-1	232
response	response	windowdecthreshold	0	-1	233
response	response	windowdecunit	33	-1	234
response	response	windowhitduration	0	-1	235
response	response	windowincthreshold	0	-1	236
response	response	windowincunit	33	-1	237
response	response	windowmaxcenter	0	-1	238
response	response	windowmincenter	0	-1	239
response	response	windowoffset	0	-1	240
response	response	windowonset	0	-1	241
response	response	windowwidth	0	-1	242
response	response	name	defaults_response	-1	116
response	response	timeout	-1	-1	199
response	response	typename	response	-1	223
response	response	windowcenter	0	-1	232
response	response	windowdecthreshold	0	-1	233
response	response	windowdecunit	33	-1	234
response	response	windowhitduration	0	-1	235
response	response	windowincthreshold	0	-1	236
response	response	windowincunit	33	-1	237
response	response	windowmaxcenter	0	-1	238
response	response	windowmincenter	0	-1	239
response	response	windowoffset	0	-1	240
response	response	windowonset	0	-1	241
response	response	windowwidth	0	-1	242
response	response	name	expt_774b20cfb65944ab9584b2746da09439_response	-1	116
response	response	timeout	-1	-1	199
response	response	typename	response	-1	223
response	response	windowcenter	0	-1	232
response	response	windowdecthreshold	0	-1	233
response	response	windowdecunit	33	-1	234
response	response	windowhitduration	0	-1	235
response	response	windowincthreshold	0	-1	236
response	response	windowincunit	33	-1	237
response	response	windowmaxcenter	0	-1	238
response	response	windowmincenter	0	-1	239
response	response	windowoffset	0	-1	240
response	response	windowonset	0	-1	241
response	response	windowwidth	0	-1	242
response	response	name	trial_774b20cfb65944ab9584b2746da09439_response	-1	116
response	response	timeout	-1	-1	199
response	response	typename	response	-1	223
response	response	windowcenter	0	-1	232
response	response	windowdecthreshold	0	-1	233
response	response	windowdecunit	33	-1	234
response	response	windowhitduration	0	-1	235
response	response	windowincthreshold	0	-1	236
response	response	windowincunit	33	-1	237
response	response	windowmaxcenter	0	-1	238
response	response	windowmincenter	0	-1	239
response	response	windowoffset	0	-1	240
response	response	windowonset	0	-1	241
response	response	windowwidth	0	-1	242
response	response	name	trial_Consent_response	-1	116
response	response	timeout	-1	-1	199
response	response	typename	response	-1	223
response	response	windowcenter	0	-1	232
response	response	windowdecthreshold	0	-1	233
response	response	windowdecunit	33	-1	234
response	response	windowhitduration	0	-1	235
response	response	windowincthreshold	0	-1	236
response	response	windowincunit	33	-1	237
response	response	windowmaxcenter	0	-1	238
response	response	windowmincenter	0	-1	239
response	response	windowoffset	0	-1	240
response	response	windowonset	0	-1	241
response	response	windowwidth	0	-1	242
script	script	applicationmode	0	-1	3
script	script	currentblock	Consent	-1	26
script	script	currentblocknumber	0	-1	27
script	script	currentexpt	(unknown)	-1	28
script	script	currenttime	15:10:47	-1	35
script	script	currenttrial	Consent	-1	36
script	script	currenttrialnumber	1	-1	37
script	script	elapsedtime	1769	-1	41
script	script	filename	Consent_form.iqx	-1	54
script	script	fullpath	/Users/Ian/git/Relational_Complexity_Derivation/Consent_form.iqx	-1	60
script	script	groupassignmentcode	-1	-1	61
script	script	groupid	2	-1	63
script	script	startdate	082516	-1	182
script	script	starttime	15:10:45	-1	183
script	script	subjectid	1	-1	187
script	script	trialcount	1	-1	220
systembeep	systembeep	item		-1	74
systembeep	systembeep	currentindex	1	-1	30
systembeep	systembeep	currentitem		-1	31
systembeep	systembeep	currentitemnumber	0	-1	32
systembeep	systembeep	currentvalue	1	-1	38
systembeep	systembeep	duration	250	-1	40
systembeep	systembeep	erase	-1	-1	44
systembeep	systembeep	frequency	750	-1	59
systembeep	systembeep	item		-1	74
systembeep	systembeep	itemcount	0	-1	75
systembeep	systembeep	items		-1	78
systembeep	systembeep	name	systembeep	-1	116
systembeep	systembeep	nextindex	1	-1	120
systembeep	systembeep	nextvalue	1	-1	122
systembeep	systembeep	playthrough	0	-1	140
systembeep	systembeep	selectedcount	0	-1	168
systembeep	systembeep	selectedindex	1	-1	169
systembeep	systembeep	selectedvalue	1	-1	170
systembeep	systembeep	skip	0	-1	179
systembeep	systembeep	stimulusonset	-1	-1	184
systembeep	systembeep	typename	systembeep	-1	223
systembeep	systembeep	unselectedcount	0	-1	224
text	agree	item		-1	74
text	agree	item.1	I agree to participate	1	74
text	agree	currentindex	1	-1	30
text	agree	currentitem	I agree to participate	-1	31
text	agree	currentitemnumber	1	-1	32
text	agree	currentvalue	1	-1	38
text	agree	erase	-1	-1	44
text	agree	erasecolor	4294967295	-1	45
text	agree	erasecolorblue	255	-1	46
text	agree	erasecolorgreen	255	-1	47
text	agree	erasecolorred	255	-1	48
text	agree	fontheight	1.5pct	-1	58
text	agree	height	5pct	-1	64
text	agree	hposition	75pct	-1	65
text	agree	item		-1	74
text	agree	item.1	I agree to participate	1	74
text	agree	itemcount	1	-1	75
text	agree	items		-1	78
text	agree	items.1	I agree to participate	1	78
text	agree	name	agree	-1	116
text	agree	nextindex	1	-1	120
text	agree	nextvalue	1	-1	122
text	agree	playthrough	0	-1	140
text	agree	selectedcount	1	-1	168
text	agree	selectedindex	1	-1	169
text	agree	selectedvalue	1	-1	170
text	agree	skip	0	-1	179
text	agree	stimulusonset	10	-1	184
text	agree	stimulusonset.1	10	1	184
text	agree	textbgcolor	4278190080	-1	189
text	agree	textbgcolorblue	0	-1	190
text	agree	textbgcolorgreen	0	-1	191
text	agree	textbgcolorred	0	-1	192
text	agree	textcolor	4294967295	-1	195
text	agree	textcolorblue	255	-1	196
text	agree	textcolorgreen	255	-1	197
text	agree	textcolorred	255	-1	198
text	agree	typename	text	-1	223
text	agree	unselectedcount	0	-1	224
text	agree	vposition	80pct	-1	229
text	agree	width	10pct	-1	231
text	disagree	item		-1	74
text	disagree	item.1	I do NOT agree to participate	1	74
text	disagree	currentindex	1	-1	30
text	disagree	currentitem	I do NOT agree to participate	-1	31
text	disagree	currentitemnumber	1	-1	32
text	disagree	currentvalue	1	-1	38
text	disagree	erase	-1	-1	44
text	disagree	erasecolor	4294967295	-1	45
text	disagree	erasecolorblue	255	-1	46
text	disagree	erasecolorgreen	255	-1	47
text	disagree	erasecolorred	255	-1	48
text	disagree	fontheight	1.5pct	-1	58
text	disagree	height	5pct	-1	64
text	disagree	hposition	25pct	-1	65
text	disagree	item		-1	74
text	disagree	item.1	I do NOT agree to participate	1	74
text	disagree	itemcount	1	-1	75
text	disagree	items		-1	78
text	disagree	items.1	I do NOT agree to participate	1	78
text	disagree	name	disagree	-1	116
text	disagree	nextindex	1	-1	120
text	disagree	nextvalue	1	-1	122
text	disagree	playthrough	0	-1	140
text	disagree	selectedcount	1	-1	168
text	disagree	selectedindex	1	-1	169
text	disagree	selectedvalue	1	-1	170
text	disagree	skip	0	-1	179
text	disagree	stimulusonset	10	-1	184
text	disagree	stimulusonset.1	10	1	184
text	disagree	textbgcolor	4278190080	-1	189
text	disagree	textbgcolorblue	0	-1	190
text	disagree	textbgcolorgreen	0	-1	191
text	disagree	textbgcolorred	0	-1	192
text	disagree	textcolor	4294967295	-1	195
text	disagree	textcolorblue	255	-1	196
text	disagree	textcolorgreen	255	-1	197
text	disagree	textcolorred	255	-1	198
text	disagree	typename	text	-1	223
text	disagree	unselectedcount	0	-1	224
text	disagree	vposition	80pct	-1	229
text	disagree	width	10pct	-1	231
trial	Consent	beginresponseframe	0	-1	6
trial	Consent	beginresponsetime	0	-1	7
trial	Consent	correct	0	-1	20
trial	Consent	correctcount	0	-1	21
trial	Consent	correctstreak	0	-1	22
trial	Consent	count	1	-1	23
trial	Consent	elapsedtime	1768	-1	41
trial	Consent	error	1	-1	50
trial	Consent	errorcount	1	-1	51
trial	Consent	errorstreak	1	-1	52
trial	Consent	inputmask	0	-1	69
trial	Consent	inwindow	0	-1	70
trial	Consent	inwindowcount	0	-1	71
trial	Consent	inwindowstreak	0	-1	72
trial	Consent	latency	1692	-1	92
trial	Consent	maxlatency	1692	-1	99
trial	Consent	meanlatency	1692	-1	104
trial	Consent	medianlatency	1692	-1	107
trial	Consent	minlatency	1692	-1	110
trial	Consent	name	Consent	-1	116
trial	Consent	next		-1	119
trial	Consent	notinwindow	1	-1	123
trial	Consent	notinwindowcount	1	-1	124
trial	Consent	notinwindowstreak	1	-1	125
trial	Consent	numcorrect	0	-1	126
trial	Consent	numinwindow	0	-1	127
trial	Consent	percentcorrect	0	-1	137
trial	Consent	percentinwindow	0	-1	138
trial	Consent	posttrialpause	0	-1	145
trial	Consent	pretrialpause	0	-1	146
trial	Consent	recorddata	1	-1	147
trial	Consent	response	agree	-1	154
trial	Consent	responsex	1011	-1	156
trial	Consent	responsey	619	-1	157
trial	Consent	screencapture	0	-1	160
trial	Consent	sdlatency	0	-1	165
trial	Consent	selectedcount	0	-1	168
trial	Consent	showmousecursor	0	-1	174
trial	Consent	sumlatency	1692	-1	188
trial	Consent	timeout	0	-1	199
trial	Consent	totalcorrectcount	0	-1	202
trial	Consent	totalcount	1	-1	203
trial	Consent	totalerrorcount	1	-1	204
trial	Consent	totalinwindowcount	0	-1	205
trial	Consent	totalmaxlatency	1692	-1	206
trial	Consent	totalmeanlatency	1692	-1	207
trial	Consent	totalmedianlatency	1692	-1	208
trial	Consent	totalminlatency	1692	-1	209
trial	Consent	totalnumcorrect	0	-1	211
trial	Consent	totalnuminwindow	0	-1	212
trial	Consent	totalpercentcorrect	0	-1	213
trial	Consent	totalpercentinwindow	0	-1	214
trial	Consent	totalsdlatency	0	-1	215
trial	Consent	totalsumlatency	1692	-1	216
trial	Consent	totaltrialcount	1	-1	217
trial	Consent	totalvarlatency	0	-1	218
trial	Consent	trialcode		-1	219
trial	Consent	trialcount	1	-1	220
trial	Consent	trialduration	0	-1	221
trial	Consent	typename	trial	-1	223
trial	Consent	unselectedcount	0	-1	224
trial	Consent	varlatency	0	-1	226
trial	Consent	windowcenter	0	-1	232
trial	Consent	windowdecthreshold	0	-1	233
trial	Consent	windowdecunit	33	-1	234
trial	Consent	windowhitduration	0	-1	235
trial	Consent	windowincthreshold	0	-1	236
trial	Consent	windowincunit	33	-1	237
trial	Consent	windowmaxcenter	0	-1	238
trial	Consent	windowmincenter	0	-1	239
trial	Consent	windowonset	0	-1	241
trial	Consent	windowwidth	0	-1	242
values	values	name	values	-1	116
values	values	typename	values	-1	223
variables	variables	currentgroupnumber	0	-1	29
variables	variables	groupcount	0	-1	62
variables	variables	name	variables	-1	116
variables	variables	typename	variables	-1	223
